segmentation,area,image_id,bbox,category_id,id_x,filename,height,width,id_y,date_captured
"[[486, 243, 529, 243, 529, 301, 486, 301]]",2494,125,"[486, 243, 43, 58]",2,1116,1_70_80_0_07754.jpg,512,640,125,20210120
"[[600, 266, 638, 266, 638, 326, 600, 326]]",2280,125,"[600, 266, 38, 60]",2,1117,1_70_80_0_07754.jpg,512,640,125,20210120
"[[615, 336, 636, 336, 636, 386, 615, 386]]",1050,125,"[615, 336, 21, 50]",2,1118,1_70_80_0_07754.jpg,512,640,125,20210120
"[[618, 406, 639, 406, 639, 459, 618, 459]]",1113,125,"[618, 406, 21, 53]",2,1119,1_70_80_0_07754.jpg,512,640,125,20210120
"[[342, 469, 398, 469, 398, 510, 342, 510]]",2296,125,"[342, 469, 56, 41]",2,1120,1_70_80_0_07754.jpg,512,640,125,20210120
"[[230, 487, 279, 487, 279, 510, 230, 510]]",1127,125,"[230, 487, 49, 23]",2,1121,1_70_80_0_07754.jpg,512,640,125,20210120
"[[174, 487, 211, 487, 211, 510, 174, 510]]",851,125,"[174, 487, 37, 23]",2,1122,1_70_80_0_07754.jpg,512,640,125,20210120
"[[100, 496, 121, 496, 121, 510, 100, 510]]",294,125,"[100, 496, 21, 14]",2,1123,1_70_80_0_07754.jpg,512,640,125,20210120
"[[61, 496, 89, 496, 89, 510, 61, 510]]",392,125,"[61, 496, 28, 14]",2,1124,1_70_80_0_07754.jpg,512,640,125,20210120
"[[199, 310, 232, 310, 232, 330, 199, 330]]",660,126,"[199, 310, 33, 20]",2,1125,1_80_40_0_04638.jpg,512,640,126,20210118
"[[144, 311, 173, 311, 173, 342, 144, 342]]",899,126,"[144, 311, 29, 31]",2,1126,1_80_40_0_04638.jpg,512,640,126,20210118
"[[155, 304, 167, 304, 167, 323, 155, 323]]",228,126,"[155, 304, 12, 19]",0,1127,1_80_40_0_04638.jpg,512,640,126,20210118
"[[61, 317, 87, 317, 87, 349, 61, 349]]",832,126,"[61, 317, 26, 32]",2,1128,1_80_40_0_04638.jpg,512,640,126,20210118
"[[166, 422, 179, 422, 179, 448, 166, 448]]",338,126,"[166, 422, 13, 26]",0,1129,1_80_40_0_04638.jpg,512,640,126,20210118
"[[42, 0, 64, 0, 64, 17, 42, 17]]",374,127,"[42, 0, 22, 17]",0,1130,1_60_50_0_00297.jpg,512,640,127,20201217
"[[81, 231, 102, 231, 102, 259, 81, 259]]",588,127,"[81, 231, 21, 28]",0,1131,1_60_50_0_00297.jpg,512,640,127,20201217
"[[218, 147, 234, 147, 234, 176, 218, 176]]",464,127,"[218, 147, 16, 29]",0,1132,1_60_50_0_00297.jpg,512,640,127,20201217
"[[411, 340, 423, 340, 423, 372, 411, 372]]",384,127,"[411, 340, 12, 32]",0,1133,1_60_50_0_00297.jpg,512,640,127,20201217
"[[572, 103, 584, 103, 584, 130, 572, 130]]",324,127,"[572, 103, 12, 27]",0,1134,1_60_50_0_00297.jpg,512,640,127,20201217
"[[367, 465, 383, 465, 383, 493, 367, 493]]",448,127,"[367, 465, 16, 28]",0,1135,1_60_50_0_00297.jpg,512,640,127,20201217
"[[284, 479, 293, 479, 293, 489, 284, 489]]",90,127,"[284, 479, 9, 10]",0,1136,1_60_50_0_00297.jpg,512,640,127,20201217
"[[283, 494, 293, 494, 293, 504, 283, 504]]",100,127,"[283, 494, 10, 10]",0,1137,1_60_50_0_00297.jpg,512,640,127,20201217
"[[585, 432, 630, 432, 630, 498, 585, 498]]",2970,127,"[585, 432, 45, 66]",4,1138,1_60_50_0_00297.jpg,512,640,127,20201217
"[[518, 411, 584, 411, 584, 455, 518, 455]]",2904,128,"[518, 411, 66, 44]",1,1139,0_120_40_0_09493.jpg,512,640,128,20210123
"[[447, 203, 503, 203, 503, 245, 447, 245]]",2352,128,"[447, 203, 56, 42]",1,1140,0_120_40_0_09493.jpg,512,640,128,20210123
"[[453, 188, 497, 188, 497, 212, 453, 212]]",1056,128,"[453, 188, 44, 24]",1,1141,0_120_40_0_09493.jpg,512,640,128,20210123
"[[260, 266, 268, 266, 268, 284, 260, 284]]",144,129,"[260, 266, 8, 18]",0,1142,1_130_40_0_10001.jpg,512,640,129,20210123
"[[380, 119, 395, 119, 395, 149, 380, 149]]",450,130,"[380, 119, 15, 30]",0,1143,1_60_60_0_00426.jpg,512,640,130,20201217
"[[401, 25, 514, 25, 514, 155, 401, 155]]",14690,131,"[401, 25, 113, 130]",1,1144,0_70_80_0_06839.jpg,512,640,131,20210120
"[[205, 289, 313, 289, 313, 418, 205, 418]]",13932,131,"[205, 289, 108, 129]",1,1145,0_70_80_0_06839.jpg,512,640,131,20210120
"[[124, 477, 182, 477, 182, 510, 124, 510]]",1914,131,"[124, 477, 58, 33]",1,1146,0_70_80_0_06839.jpg,512,640,131,20210120
"[[364, 50, 394, 50, 394, 66, 364, 66]]",480,132,"[364, 50, 30, 16]",2,1147,1_80_40_0_04621.jpg,512,640,132,20210118
"[[318, 40, 339, 40, 339, 66, 318, 66]]",546,132,"[318, 40, 21, 26]",2,1148,1_80_40_0_04621.jpg,512,640,132,20210118
"[[251, 46, 265, 46, 265, 68, 251, 68]]",308,132,"[251, 46, 14, 22]",2,1149,1_80_40_0_04621.jpg,512,640,132,20210118
"[[301, 128, 310, 128, 310, 154, 301, 154]]",234,132,"[301, 128, 9, 26]",0,1150,1_80_40_0_04621.jpg,512,640,132,20210118
"[[322, 118, 334, 118, 334, 135, 322, 135]]",204,132,"[322, 118, 12, 17]",0,1151,1_80_40_0_04621.jpg,512,640,132,20210118
"[[338, 130, 349, 130, 349, 151, 338, 151]]",231,132,"[338, 130, 11, 21]",0,1152,1_80_40_0_04621.jpg,512,640,132,20210118
"[[5, 362, 42, 362, 42, 424, 5, 424]]",2294,133,"[5, 362, 37, 62]",1,1153,1_100_50_0_06267.jpg,512,640,133,20210119
"[[606, 425, 639, 425, 639, 465, 606, 465]]",1320,133,"[606, 425, 33, 40]",1,1154,1_100_50_0_06267.jpg,512,640,133,20210119
"[[515, 9, 549, 9, 549, 38, 515, 38]]",986,133,"[515, 9, 34, 29]",1,1155,1_100_50_0_06267.jpg,512,640,133,20210119
"[[527, 46, 547, 46, 547, 69, 527, 69]]",460,133,"[527, 46, 20, 23]",0,1156,1_100_50_0_06267.jpg,512,640,133,20210119
"[[601, 45, 612, 45, 612, 68, 601, 68]]",253,133,"[601, 45, 11, 23]",0,1157,1_100_50_0_06267.jpg,512,640,133,20210119
"[[438, 41, 452, 41, 452, 51, 438, 51]]",140,134,"[438, 41, 14, 10]",0,1158,1_80_90_0_01366.jpg,512,640,134,20210114
"[[429, 64, 442, 64, 442, 79, 429, 79]]",195,134,"[429, 64, 13, 15]",0,1159,1_80_90_0_01366.jpg,512,640,134,20210114
"[[359, 94, 372, 94, 372, 114, 359, 114]]",260,134,"[359, 94, 13, 20]",0,1160,1_80_90_0_01366.jpg,512,640,134,20210114
"[[462, 88, 480, 88, 480, 100, 462, 100]]",216,134,"[462, 88, 18, 12]",0,1161,1_80_90_0_01366.jpg,512,640,134,20210114
"[[442, 101, 460, 101, 460, 115, 442, 115]]",252,134,"[442, 101, 18, 14]",0,1162,1_80_90_0_01366.jpg,512,640,134,20210114
"[[400, 101, 432, 101, 432, 130, 400, 130]]",928,134,"[400, 101, 32, 29]",0,1163,1_80_90_0_01366.jpg,512,640,134,20210114
"[[420, 144, 438, 144, 438, 164, 420, 164]]",360,134,"[420, 144, 18, 20]",0,1164,1_80_90_0_01366.jpg,512,640,134,20210114
"[[405, 169, 432, 169, 432, 198, 405, 198]]",783,134,"[405, 169, 27, 29]",0,1165,1_80_90_0_01366.jpg,512,640,134,20210114
"[[278, 399, 291, 399, 291, 418, 278, 418]]",247,134,"[278, 399, 13, 19]",0,1166,1_80_90_0_01366.jpg,512,640,134,20210114
"[[185, 471, 213, 471, 213, 493, 185, 493]]",616,134,"[185, 471, 28, 22]",0,1167,1_80_90_0_01366.jpg,512,640,134,20210114
"[[473, 491, 492, 491, 492, 510, 473, 510]]",361,134,"[473, 491, 19, 19]",0,1168,1_80_90_0_01366.jpg,512,640,134,20210114
"[[267, 241, 340, 241, 340, 278, 267, 278]]",2701,135,"[267, 241, 73, 37]",1,1169,0_100_50_0_08166.jpg,512,640,135,20210121
"[[309, 301, 318, 301, 318, 327, 309, 327]]",234,135,"[309, 301, 9, 26]",0,1170,0_100_50_0_08166.jpg,512,640,135,20210121
"[[312, 318, 325, 318, 325, 345, 312, 345]]",351,135,"[312, 318, 13, 27]",0,1171,0_100_50_0_08166.jpg,512,640,135,20210121
"[[306, 204, 365, 204, 365, 301, 306, 301]]",5723,136,"[306, 204, 59, 97]",1,1172,1_90_70_0_08927.jpg,512,640,136,20210121
"[[182, 241, 289, 241, 289, 317, 182, 317]]",8132,137,"[182, 241, 107, 76]",1,1173,1_60_40_0_07385.jpg,512,640,137,20210120
"[[343, 269, 437, 269, 437, 343, 343, 343]]",6956,137,"[343, 269, 94, 74]",1,1174,1_60_40_0_07385.jpg,512,640,137,20210120
"[[384, 308, 494, 308, 494, 402, 384, 402]]",10340,137,"[384, 308, 110, 94]",1,1175,1_60_40_0_07385.jpg,512,640,137,20210120
"[[293, 368, 392, 368, 392, 443, 293, 443]]",7425,137,"[293, 368, 99, 75]",1,1176,1_60_40_0_07385.jpg,512,640,137,20210120
"[[3, 420, 129, 420, 129, 510, 3, 510]]",11340,137,"[3, 420, 126, 90]",1,1177,1_60_40_0_07385.jpg,512,640,137,20210120
"[[470, 405, 577, 405, 577, 485, 470, 485]]",8560,137,"[470, 405, 107, 80]",1,1178,1_60_40_0_07385.jpg,512,640,137,20210120
"[[343, 426, 457, 426, 457, 511, 343, 511]]",9690,137,"[343, 426, 114, 85]",1,1179,1_60_40_0_07385.jpg,512,640,137,20210120
"[[527, 476, 613, 476, 613, 511, 527, 511]]",3010,137,"[527, 476, 86, 35]",2,1180,1_60_40_0_07385.jpg,512,640,137,20210120
"[[602, 154, 630, 154, 630, 175, 602, 175]]",588,137,"[602, 154, 28, 21]",2,1181,1_60_40_0_07385.jpg,512,640,137,20210120
"[[580, 135, 613, 135, 613, 158, 580, 158]]",759,137,"[580, 135, 33, 23]",2,1182,1_60_40_0_07385.jpg,512,640,137,20210120
"[[559, 133, 592, 133, 592, 159, 559, 159]]",858,137,"[559, 133, 33, 26]",2,1183,1_60_40_0_07385.jpg,512,640,137,20210120
"[[546, 113, 567, 113, 567, 129, 546, 129]]",336,137,"[546, 113, 21, 16]",2,1184,1_60_40_0_07385.jpg,512,640,137,20210120
"[[536, 126, 559, 126, 559, 142, 536, 142]]",368,137,"[536, 126, 23, 16]",2,1185,1_60_40_0_07385.jpg,512,640,137,20210120
"[[585, 111, 612, 111, 612, 130, 585, 130]]",513,137,"[585, 111, 27, 19]",2,1186,1_60_40_0_07385.jpg,512,640,137,20210120
"[[571, 121, 587, 121, 587, 129, 571, 129]]",128,137,"[571, 121, 16, 8]",2,1187,1_60_40_0_07385.jpg,512,640,137,20210120
"[[571, 112, 592, 112, 592, 124, 571, 124]]",252,137,"[571, 112, 21, 12]",2,1188,1_60_40_0_07385.jpg,512,640,137,20210120
"[[544, 27, 573, 27, 573, 61, 544, 61]]",986,137,"[544, 27, 29, 34]",2,1189,1_60_40_0_07385.jpg,512,640,137,20210120
"[[161, 0, 175, 0, 175, 16, 161, 16]]",224,138,"[161, 0, 14, 16]",0,1190,1_60_50_0_00330.jpg,512,640,138,20201217
"[[249, 28, 261, 28, 261, 54, 249, 54]]",312,138,"[249, 28, 12, 26]",0,1191,1_60_50_0_00330.jpg,512,640,138,20201217
"[[259, 59, 274, 59, 274, 87, 259, 87]]",420,138,"[259, 59, 15, 28]",0,1192,1_60_50_0_00330.jpg,512,640,138,20201217
"[[311, 140, 326, 140, 326, 167, 311, 167]]",405,138,"[311, 140, 15, 27]",0,1193,1_60_50_0_00330.jpg,512,640,138,20201217
"[[174, 182, 187, 182, 187, 212, 174, 212]]",390,138,"[174, 182, 13, 30]",0,1194,1_60_50_0_00330.jpg,512,640,138,20201217
"[[161, 189, 174, 189, 174, 219, 161, 219]]",390,138,"[161, 189, 13, 30]",0,1195,1_60_50_0_00330.jpg,512,640,138,20201217
"[[470, 236, 488, 236, 488, 266, 470, 266]]",540,138,"[470, 236, 18, 30]",0,1196,1_60_50_0_00330.jpg,512,640,138,20201217
"[[521, 462, 538, 462, 538, 488, 521, 488]]",442,138,"[521, 462, 17, 26]",0,1197,1_60_50_0_00330.jpg,512,640,138,20201217
"[[154, 186, 170, 186, 170, 208, 154, 208]]",352,139,"[154, 186, 16, 22]",0,1198,1_60_80_0_00651.jpg,512,640,139,20201217
"[[98, 234, 116, 234, 116, 256, 98, 256]]",396,139,"[98, 234, 18, 22]",0,1199,1_60_80_0_00651.jpg,512,640,139,20201217
"[[170, 254, 187, 254, 187, 285, 170, 285]]",527,139,"[170, 254, 17, 31]",0,1200,1_60_80_0_00651.jpg,512,640,139,20201217
"[[138, 278, 155, 278, 155, 310, 138, 310]]",544,139,"[138, 278, 17, 32]",0,1201,1_60_80_0_00651.jpg,512,640,139,20201217
"[[191, 270, 220, 270, 220, 302, 191, 302]]",928,139,"[191, 270, 29, 32]",0,1202,1_60_80_0_00651.jpg,512,640,139,20201217
"[[202, 299, 223, 299, 223, 326, 202, 326]]",567,139,"[202, 299, 21, 27]",0,1203,1_60_80_0_00651.jpg,512,640,139,20201217
"[[95, 357, 107, 357, 107, 373, 95, 373]]",192,139,"[95, 357, 12, 16]",0,1204,1_60_80_0_00651.jpg,512,640,139,20201217
"[[112, 358, 127, 358, 127, 381, 112, 381]]",345,139,"[112, 358, 15, 23]",0,1205,1_60_80_0_00651.jpg,512,640,139,20201217
"[[164, 383, 175, 383, 175, 397, 164, 397]]",154,139,"[164, 383, 11, 14]",0,1206,1_60_80_0_00651.jpg,512,640,139,20201217
"[[148, 386, 163, 386, 163, 408, 148, 408]]",330,139,"[148, 386, 15, 22]",0,1207,1_60_80_0_00651.jpg,512,640,139,20201217
"[[129, 400, 140, 400, 140, 414, 129, 414]]",154,139,"[129, 400, 11, 14]",0,1208,1_60_80_0_00651.jpg,512,640,139,20201217
"[[142, 400, 150, 400, 150, 417, 142, 417]]",136,139,"[142, 400, 8, 17]",0,1209,1_60_80_0_00651.jpg,512,640,139,20201217
"[[170, 413, 182, 413, 182, 432, 170, 432]]",228,139,"[170, 413, 12, 19]",0,1210,1_60_80_0_00651.jpg,512,640,139,20201217
"[[74, 418, 90, 418, 90, 439, 74, 439]]",336,139,"[74, 418, 16, 21]",0,1211,1_60_80_0_00651.jpg,512,640,139,20201217
"[[117, 439, 142, 439, 142, 461, 117, 461]]",550,139,"[117, 439, 25, 22]",0,1212,1_60_80_0_00651.jpg,512,640,139,20201217
"[[57, 444, 75, 444, 75, 469, 57, 469]]",450,139,"[57, 444, 18, 25]",0,1213,1_60_80_0_00651.jpg,512,640,139,20201217
"[[37, 441, 51, 441, 51, 461, 37, 461]]",280,139,"[37, 441, 14, 20]",0,1214,1_60_80_0_00651.jpg,512,640,139,20201217
"[[98, 468, 123, 468, 123, 492, 98, 492]]",600,139,"[98, 468, 25, 24]",0,1215,1_60_80_0_00651.jpg,512,640,139,20201217
"[[58, 494, 75, 494, 75, 511, 58, 511]]",289,139,"[58, 494, 17, 17]",0,1216,1_60_80_0_00651.jpg,512,640,139,20201217
"[[451, 335, 470, 335, 470, 357, 451, 357]]",418,139,"[451, 335, 19, 22]",0,1217,1_60_80_0_00651.jpg,512,640,139,20201217
"[[529, 333, 549, 333, 549, 355, 529, 355]]",440,139,"[529, 333, 20, 22]",0,1218,1_60_80_0_00651.jpg,512,640,139,20201217
"[[626, 307, 640, 307, 640, 323, 626, 323]]",224,139,"[626, 307, 14, 16]",0,1219,1_60_80_0_00651.jpg,512,640,139,20201217
"[[547, 347, 567, 347, 567, 366, 547, 366]]",380,139,"[547, 347, 20, 19]",0,1220,1_60_80_0_00651.jpg,512,640,139,20201217
"[[543, 379, 555, 379, 555, 392, 543, 392]]",156,139,"[543, 379, 12, 13]",0,1221,1_60_80_0_00651.jpg,512,640,139,20201217
"[[592, 397, 614, 397, 614, 416, 592, 416]]",418,139,"[592, 397, 22, 19]",0,1222,1_60_80_0_00651.jpg,512,640,139,20201217
"[[562, 403, 583, 403, 583, 417, 562, 417]]",294,139,"[562, 403, 21, 14]",0,1223,1_60_80_0_00651.jpg,512,640,139,20201217
"[[604, 454, 615, 454, 615, 472, 604, 472]]",198,139,"[604, 454, 11, 18]",0,1224,1_60_80_0_00651.jpg,512,640,139,20201217
"[[496, 459, 511, 459, 511, 473, 496, 473]]",210,139,"[496, 459, 15, 14]",0,1225,1_60_80_0_00651.jpg,512,640,139,20201217
"[[596, 452, 606, 452, 606, 472, 596, 472]]",200,139,"[596, 452, 10, 20]",0,1226,1_60_80_0_00651.jpg,512,640,139,20201217
"[[514, 476, 531, 476, 531, 490, 514, 490]]",238,139,"[514, 476, 17, 14]",0,1227,1_60_80_0_00651.jpg,512,640,139,20201217
"[[584, 483, 607, 483, 607, 510, 584, 510]]",621,139,"[584, 483, 23, 27]",0,1228,1_60_80_0_00651.jpg,512,640,139,20201217
"[[246, 48, 257, 48, 257, 73, 246, 73]]",275,140,"[246, 48, 11, 25]",0,1229,1_60_60_0_00476.jpg,512,640,140,20201217
"[[236, 116, 248, 116, 248, 144, 236, 144]]",336,140,"[236, 116, 12, 28]",0,1230,1_60_60_0_00476.jpg,512,640,140,20201217
"[[463, 217, 473, 217, 473, 237, 463, 237]]",200,140,"[463, 217, 10, 20]",0,1231,1_60_60_0_00476.jpg,512,640,140,20201217
"[[35, 71, 47, 71, 47, 89, 35, 89]]",216,141,"[35, 71, 12, 18]",0,1232,1_60_30_0_00025.jpg,512,640,141,20201217
"[[205, 72, 215, 72, 215, 89, 205, 89]]",170,141,"[205, 72, 10, 17]",0,1233,1_60_30_0_00025.jpg,512,640,141,20201217
"[[220, 72, 228, 72, 228, 87, 220, 87]]",120,141,"[220, 72, 8, 15]",0,1234,1_60_30_0_00025.jpg,512,640,141,20201217
"[[279, 42, 287, 42, 287, 61, 279, 61]]",152,141,"[279, 42, 8, 19]",0,1235,1_60_30_0_00025.jpg,512,640,141,20201217
"[[256, 139, 266, 139, 266, 158, 256, 158]]",190,141,"[256, 139, 10, 19]",0,1236,1_60_30_0_00025.jpg,512,640,141,20201217
"[[266, 167, 276, 167, 276, 185, 266, 185]]",180,141,"[266, 167, 10, 18]",0,1237,1_60_30_0_00025.jpg,512,640,141,20201217
"[[301, 244, 310, 244, 310, 263, 301, 263]]",171,141,"[301, 244, 9, 19]",0,1238,1_60_30_0_00025.jpg,512,640,141,20201217
"[[83, 453, 95, 453, 95, 475, 83, 475]]",264,141,"[83, 453, 12, 22]",0,1239,1_60_30_0_00025.jpg,512,640,141,20201217
"[[585, 313, 594, 313, 594, 333, 585, 333]]",180,141,"[585, 313, 9, 20]",0,1240,1_60_30_0_00025.jpg,512,640,141,20201217
"[[448, 325, 458, 325, 458, 345, 448, 345]]",200,141,"[448, 325, 10, 20]",0,1241,1_60_30_0_00025.jpg,512,640,141,20201217
"[[476, 303, 483, 303, 483, 322, 476, 322]]",133,141,"[476, 303, 7, 19]",0,1242,1_60_30_0_00025.jpg,512,640,141,20201217
"[[482, 301, 489, 301, 489, 321, 482, 321]]",140,141,"[482, 301, 7, 20]",0,1243,1_60_30_0_00025.jpg,512,640,141,20201217
"[[489, 302, 496, 302, 496, 321, 489, 321]]",133,141,"[489, 302, 7, 19]",0,1244,1_60_30_0_00025.jpg,512,640,141,20201217
"[[507, 280, 517, 280, 517, 301, 507, 301]]",210,141,"[507, 280, 10, 21]",0,1245,1_60_30_0_00025.jpg,512,640,141,20201217
"[[493, 246, 503, 246, 503, 265, 493, 265]]",190,141,"[493, 246, 10, 19]",0,1246,1_60_30_0_00025.jpg,512,640,141,20201217
"[[394, 248, 403, 248, 403, 269, 394, 269]]",189,141,"[394, 248, 9, 21]",0,1247,1_60_30_0_00025.jpg,512,640,141,20201217
"[[357, 287, 366, 287, 366, 308, 357, 308]]",189,141,"[357, 287, 9, 21]",0,1248,1_60_30_0_00025.jpg,512,640,141,20201217
"[[431, 168, 439, 168, 439, 188, 431, 188]]",160,141,"[431, 168, 8, 20]",0,1249,1_60_30_0_00025.jpg,512,640,141,20201217
"[[373, 189, 382, 189, 382, 208, 373, 208]]",171,141,"[373, 189, 9, 19]",0,1250,1_60_30_0_00025.jpg,512,640,141,20201217
"[[318, 199, 328, 199, 328, 219, 318, 219]]",200,141,"[318, 199, 10, 20]",0,1251,1_60_30_0_00025.jpg,512,640,141,20201217
"[[506, 7, 515, 7, 515, 22, 506, 22]]",135,141,"[506, 7, 9, 15]",0,1252,1_60_30_0_00025.jpg,512,640,141,20201217
"[[518, 2, 526, 2, 526, 20, 518, 20]]",144,141,"[518, 2, 8, 18]",0,1253,1_60_30_0_00025.jpg,512,640,141,20201217
"[[535, 4, 545, 4, 545, 21, 535, 21]]",170,141,"[535, 4, 10, 17]",0,1254,1_60_30_0_00025.jpg,512,640,141,20201217
"[[571, 0, 581, 0, 581, 16, 571, 16]]",160,141,"[571, 0, 10, 16]",0,1255,1_60_30_0_00025.jpg,512,640,141,20201217
"[[552, 0, 566, 0, 566, 31, 552, 31]]",434,141,"[552, 0, 14, 31]",4,1256,1_60_30_0_00025.jpg,512,640,141,20201217
"[[444, 34, 488, 34, 488, 70, 444, 70]]",1584,141,"[444, 34, 44, 36]",4,1257,1_60_30_0_00025.jpg,512,640,141,20201217
"[[128, 77, 138, 77, 138, 93, 128, 93]]",160,142,"[128, 77, 10, 16]",0,1258,1_60_30_0_00030.jpg,512,640,142,20201217
"[[140, 79, 148, 79, 148, 96, 140, 96]]",136,142,"[140, 79, 8, 17]",0,1259,1_60_30_0_00030.jpg,512,640,142,20201217
"[[194, 110, 203, 110, 203, 127, 194, 127]]",153,142,"[194, 110, 9, 17]",0,1260,1_60_30_0_00030.jpg,512,640,142,20201217
"[[168, 116, 179, 116, 179, 135, 168, 135]]",209,142,"[168, 116, 11, 19]",0,1261,1_60_30_0_00030.jpg,512,640,142,20201217
"[[283, 46, 290, 46, 290, 64, 283, 64]]",126,142,"[283, 46, 7, 18]",0,1262,1_60_30_0_00030.jpg,512,640,142,20201217
"[[297, 176, 305, 176, 305, 195, 297, 195]]",152,142,"[297, 176, 8, 19]",0,1263,1_60_30_0_00030.jpg,512,640,142,20201217
"[[258, 198, 266, 198, 266, 216, 258, 216]]",144,142,"[258, 198, 8, 18]",0,1264,1_60_30_0_00030.jpg,512,640,142,20201217
"[[220, 489, 232, 489, 232, 510, 220, 510]]",252,142,"[220, 489, 12, 21]",0,1265,1_60_30_0_00030.jpg,512,640,142,20201217
"[[546, 310, 557, 310, 557, 330, 546, 330]]",220,142,"[546, 310, 11, 20]",0,1266,1_60_30_0_00030.jpg,512,640,142,20201217
"[[496, 250, 506, 250, 506, 270, 496, 270]]",200,142,"[496, 250, 10, 20]",0,1267,1_60_30_0_00030.jpg,512,640,142,20201217
"[[467, 278, 474, 278, 474, 298, 467, 298]]",140,142,"[467, 278, 7, 20]",0,1268,1_60_30_0_00030.jpg,512,640,142,20201217
"[[462, 280, 470, 280, 470, 301, 462, 301]]",168,142,"[462, 280, 8, 21]",0,1269,1_60_30_0_00030.jpg,512,640,142,20201217
"[[454, 281, 462, 281, 462, 301, 454, 301]]",160,142,"[454, 281, 8, 20]",0,1270,1_60_30_0_00030.jpg,512,640,142,20201217
"[[403, 274, 412, 274, 412, 293, 403, 293]]",171,142,"[403, 274, 9, 19]",0,1271,1_60_30_0_00030.jpg,512,640,142,20201217
"[[372, 224, 381, 224, 381, 246, 372, 246]]",198,142,"[372, 224, 9, 22]",0,1272,1_60_30_0_00030.jpg,512,640,142,20201217
"[[436, 168, 443, 168, 443, 185, 436, 185]]",119,142,"[436, 168, 7, 17]",0,1273,1_60_30_0_00030.jpg,512,640,142,20201217
"[[382, 197, 389, 197, 389, 213, 382, 213]]",112,142,"[382, 197, 7, 16]",0,1274,1_60_30_0_00030.jpg,512,640,142,20201217
"[[578, 8, 586, 8, 586, 27, 578, 27]]",152,142,"[578, 8, 8, 19]",0,1275,1_60_30_0_00030.jpg,512,640,142,20201217
"[[564, 9, 574, 9, 574, 30, 564, 30]]",210,142,"[564, 9, 10, 21]",0,1276,1_60_30_0_00030.jpg,512,640,142,20201217
"[[550, 5, 557, 5, 557, 24, 550, 24]]",133,142,"[550, 5, 7, 19]",0,1277,1_60_30_0_00030.jpg,512,640,142,20201217
"[[557, 8, 565, 8, 565, 26, 557, 26]]",144,142,"[557, 8, 8, 18]",0,1278,1_60_30_0_00030.jpg,512,640,142,20201217
"[[448, 34, 492, 34, 492, 72, 448, 72]]",1672,142,"[448, 34, 44, 38]",4,1279,1_60_30_0_00030.jpg,512,640,142,20201217
"[[304, 219, 314, 219, 314, 241, 304, 241]]",220,142,"[304, 219, 10, 22]",0,1280,1_60_30_0_00030.jpg,512,640,142,20201217
"[[623, 86, 634, 86, 634, 111, 623, 111]]",275,142,"[623, 86, 11, 25]",0,1281,1_60_30_0_00030.jpg,512,640,142,20201217
"[[66, 153, 75, 153, 75, 178, 66, 178]]",225,143,"[66, 153, 9, 25]",0,1282,1_70_40_0_07631.jpg,512,640,143,20210120
"[[68, 146, 77, 146, 77, 170, 68, 170]]",216,143,"[68, 146, 9, 24]",0,1283,1_70_40_0_07631.jpg,512,640,143,20210120
"[[241, 474, 277, 474, 277, 510, 241, 510]]",1296,144,"[241, 474, 36, 36]",1,1284,1_90_70_0_08923.jpg,512,640,144,20210121
"[[286, 144, 338, 144, 338, 238, 286, 238]]",4888,144,"[286, 144, 52, 94]",1,1285,1_90_70_0_08923.jpg,512,640,144,20210121
"[[309, 34, 345, 34, 345, 109, 309, 109]]",2700,144,"[309, 34, 36, 75]",1,1286,1_90_70_0_08923.jpg,512,640,144,20210121
"[[326, 0, 354, 0, 354, 23, 326, 23]]",644,144,"[326, 0, 28, 23]",1,1287,1_90_70_0_08923.jpg,512,640,144,20210121
"[[239, 451, 256, 451, 256, 474, 239, 474]]",391,145,"[239, 451, 17, 23]",0,1288,1_100_60_0_06317.jpg,512,640,145,20210119
"[[95, 1, 151, 1, 151, 40, 95, 40]]",2184,145,"[95, 1, 56, 39]",1,1289,1_100_60_0_06317.jpg,512,640,145,20210119
"[[351, 112, 414, 112, 414, 189, 351, 189]]",4851,145,"[351, 112, 63, 77]",1,1290,1_100_60_0_06317.jpg,512,640,145,20210119
"[[412, 125, 474, 125, 474, 197, 412, 197]]",4464,145,"[412, 125, 62, 72]",1,1291,1_100_60_0_06317.jpg,512,640,145,20210119
"[[460, 159, 518, 159, 518, 230, 460, 230]]",4118,145,"[460, 159, 58, 71]",1,1292,1_100_60_0_06317.jpg,512,640,145,20210119
"[[501, 182, 559, 182, 559, 254, 501, 254]]",4176,145,"[501, 182, 58, 72]",1,1293,1_100_60_0_06317.jpg,512,640,145,20210119
"[[545, 197, 602, 197, 602, 267, 545, 267]]",3990,145,"[545, 197, 57, 70]",1,1294,1_100_60_0_06317.jpg,512,640,145,20210119
"[[584, 231, 631, 231, 631, 288, 584, 288]]",2679,145,"[584, 231, 47, 57]",1,1295,1_100_60_0_06317.jpg,512,640,145,20210119
"[[60, 0, 73, 0, 73, 21, 60, 21]]",273,146,"[60, 0, 13, 21]",0,1296,1_60_50_0_00355.jpg,512,640,146,20201217
"[[323, 227, 337, 227, 337, 251, 323, 251]]",336,146,"[323, 227, 14, 24]",0,1297,1_60_50_0_00355.jpg,512,640,146,20201217
"[[307, 396, 323, 396, 323, 423, 307, 423]]",432,146,"[307, 396, 16, 27]",0,1298,1_60_50_0_00355.jpg,512,640,146,20201217
